0,248.69601121528552
1,248.69579133709487
2,251.9478563369621
3,252.42291308705828
4,248.64590850780573
5,250.81687562984135
6,250.71112021352337
7,251.18484775088086
8,248.10963702895026
9,250.4446237281369
10,248.36138484827475
11,251.0366323511666
12,247.75224574875148
13,250.8372902375676
14,250.9031194114127
15,250.42593439349628
16,250.81040647967583
17,250.57605626519447
18,249.2935874915894
19,251.63368988781616
20,248.3969621445311
21,249.16317123733356
22,251.6358082263619
23,250.3584058176687
24,248.9212320959511
25,247.5925303054227
26,251.9220018289713
27,188.93950594353282
28,186.35271660710922
29,189.28479373305552
30,188.34748658968076
31,187.11797191467585
32,190.0779068055204
33,187.62118330539235
34,187.468280049218
35,188.10395115808677
36,190.479546841617
37,185.86717316594655
38,126.01024924268211
39,124.77787226926078
40,124.7415914863527
41,126.14810179816025
42,127.73626941797029
43,127.04321458791914
44,128.09449764463898
45,125.45517345486162
46,126.8700598077425
47,126.99673719598101
48,123.63481043936619
49,128.09806238475213
50,127.84323860215672
51,127.90043584970036
52,127.60590603080009
53,127.59108570793171
54,123.97939798230982
55,123.46177290342614
56,270.900741675383
57,266.9572094821244
58,269.7567436151668
59,270.14638660507325
60,267.00955337228044
61,270.52225801975266
62,266.9571619919446
63,269.39630381939355
64,267.0756771980497
65,251.245710767189
66,248.38895369532304
67,252.2379085538433
68,252.1947718641248
69,250.98912870795021
70,251.34600027514207
71,251.33915317389238
72,251.02330326186694
73,251.7346740212003
74,251.65494618952147
75,251.56198811339658
76,251.2317782107264
77,247.5451458375213
78,249.06633404561484
79,249.5531106826773
80,251.1386497587343
81,249.6642177285943
82,250.72871708773272
83,251.7624126907516
84,250.05707443903557
85,250.4504923516256
86,297.6374801363994
87,297.963751551966
88,295.7115822802931
89,294.2658367940942
90,295.032491878121
91,297.36918069763703
92,296.88482622552465
93,299.01015463116664
94,298.51830380435024
95,296.4139680359374
96,295.3646337887969
97,297.66072680896383
98,297.88539692373047
99,298.6360192071716
100,297.6233062372055
101,294.2921320136293
102,294.3801484380056
103,299.101087365633
104,298.5191216694933
105,209.81150222698454
106,210.65360537142388
107,212.80818596961677
108,210.50895301272098
109,211.20578110866057
110,210.4367042172977
111,213.5855843981929
112,210.90620067248562
113,210.99063271207203
114,209.68845648103144
115,209.5156057920579
116,210.9615930653118
117,212.41784598509932
118,212.83512650140764
119,209.49642882334032
120,213.84817598578877
121,77.8391822710477
122,78.0205436352689
123,81.00548075159033
124,79.46443423357059
125,81.99497250076605
126,81.29258391884888
127,77.75078396454865
128,80.14565615683883
129,79.43037430247895
130,77.40465482089144
131,77.31090927559119
132,80.20751803494748
133,78.07604864213332
134,78.23786078608255
135,78.82031685337242
136,80.63810299848652
137,80.8770725209163
138,80.88767474016939
139,81.25863661070957
140,78.44763895195236
141,80.06844873910234
142,77.65658089363635
143,77.74431655753841
144,79.94195892278047
145,80.82934345679739
146,78.01873748704591
147,79.05791765578802
148,80.91757953437236
149,81.7390850385617
150,155.7696048008887
151,154.92095125449504
152,155.63908465132315
153,156.41751439183827
154,154.46306585398818
155,156.56077734413535
156,154.3627781097276
157,153.07140327466706
158,153.15209614791155
159,155.870021805682
160,156.5198147365073
161,156.66684283815124
162,157.22191344872917
163,156.77938962230303
164,26.477499953346825
165,27.560039823069815
166,25.87575552873585
167,27.997104512400117
168,26.910357726067065
169,26.726146023011314
170,29.236556529539893
171,28.399248298849816
172,63.49342231745359
173,62.27630703098282
174,61.52775192681359
175,58.95425108377513
176,63.084358019433544
177,31.719600598952262
178,29.54447645007478
179,29.023213496936094
180,28.719158745240925
181,31.09778975796861
182,28.540522801816984
183,150.38558488427944
184,148.55443659744188
185,148.89791884699747
186,148.96076164864863
187,151.28248904063545
188,152.04602626181526
189,149.90248323529767
190,152.08710068679397
191,150.1724252104406
192,150.35663840352206
193,149.95901374603653
194,151.80172968288053
195,148.49649967820403
196,150.69327499029532
197,147.99299908025512
198,149.742538990756
199,149.60533644164576
200,148.91645062644005
201,149.5685484172603
202,149.3372748842199
203,150.1217917162494
204,150.2289793593076
205,148.47633509480795
206,151.1683464497466
207,152.75100120173366
208,152.66926646072832
209,149.84301053907322
210,148.84465337450146
211,151.77407154673273
212,151.2000489675173
213,152.22114570929216
214,152.230309548478
215,148.60938152542985
216,148.7301063723624
217,282.6068730694748
218,280.88071873204535
219,282.2853006332491
220,281.5731084513898
221,281.3123526455555
222,283.34745728505965
223,280.50629597641074
224,280.9403072199205
225,284.19197274387835
226,281.0798630811214
227,284.0367786047398
228,280.65678771946824
229,284.39912938883856
230,282.24590908498385
231,281.0374027030733
232,283.5522609754647
233,281.45936457333994
234,281.9927828510354
235,279.9810816888775
236,283.32594197078686
237,284.08582953849333
238,281.81133329888814
239,283.32584409630454
240,283.534800936323
241,282.7511734904709
242,281.6554356760473
243,281.3630883244496
244,279.753718579682
245,284.52185211399853
246,179.39850239267034
247,180.78615819953578
248,180.3969494894657
249,178.8500542453643
250,178.14852143242854
251,179.74466765916856
